CDS,length,EarL1,EarL2,EarL3,LateL1,LateL2,LateL3,Male1,Male2,Male3,NPF1,NPF2,NPF3,PreL1,PreL2,PreL3
Dp-33433,177,3,0,0,0,1,1,0,0,0,234,24,7,1,1,0
Dp-3347,279,3,1,19,1,14,56,14,16,11,4,10,28,32,4,6
Dp-33488,333,17,4,6,6,25,10,58,69,36,0,0,0,7,1,1
Dp-33540,156,208,86,171,119,186,156,188,62,47,21,164,212,143,72,130
Dp-33575,315,8,0,0,2,3,1,22,32,14,0,0,0,1,0,0
Dp-33589,759,14,0,12,5,21,7,68,105,29,1,2,2,12,0,2
Dp-3360,1131,39133,29757,71758,55940,51478,61971,106711,110372,124926,55894,64320,85843,193340,23234,44934
Dp-33616,447,53,10,32,27,56,11,190,205,114,2,14,0,19,10,13
Dp-33619,780,21,3,8,7,19,8,64,73,36,1,4,0,5,3,0
Dp-3367,1446,24,45,45,69,29,51,35,62,51,15,25,42,61,16,19
Dp-337,1029,4203,4029,12783,11168,10933,11398,9488,14213,12426,4636,6940,10361,31679,1621,6044
Dp-3371,213,3592,4551,2226,3584,3561,3950,2150,2806,3255,458,1932,3360,5283,1138,4018
Dp-33734,1014,34,19,26,17,25,44,59,51,36,6,21,48,84,10,30
Dp-33744,150,39,17,58,54,82,71,93,128,133,37,54,83,178,30,34
Dp-3375,558,416,211,348,280,404,362,400,401,509,286,399,456,691,175,360
Dp-33806,288,4,0,1,0,1,3,1,3,5,1,3,0,2,4,7
Dp-3381,1152,67,1,102,19,84,100,104,162,140,17,103,123,114,8,53
Dp-33817,441,7,0,3,0,4,1,14,33,13,0,4,0,3,0,1
Dp-33819,207,3112,1283,3827,1963,3653,4206,3234,1048,714,1315,3028,4179,1871,979,2482
Dp-3387,2370,6459,1670,8494,3737,6680,8923,9074,10936,12747,895,6486,11182,12615,4225,7295
Dp-33871,1578,74,4,85,20,75,34,279,417,211,3,15,5,30,9,6
Dp-33909,150,196,139,364,336,316,405,695,603,540,161,337,548,988,137,232
Dp-33928,474,0,84,0,1,0,0,0,0,0,9,0,0,0,20,0
Dp-33990,510,11,0,13,1,5,2,34,48,39,0,7,11,5,13,6
Dp-3400,1578,159,21,153,118,190,178,247,329,269,116,214,192,356,42,92
Dp-34007,522,123,17,9,13,34,32,63,77,81,2,19,33,8,24,22
Dp-34008,672,21,9,23,12,17,27,31,48,33,4,36,33,26,6,16
Dp-3403,672,448318,33950,285020,386100,541209,867890,14,21,18,4,90,145,87102,31,23
Dp-3409,1986,36,1,64,8,69,100,59,106,63,24,76,93,137,11,21
Dp-341,1080,43,31,60,32,52,55,86,96,120,11,30,56,112,17,54
Dp-3418,216,4249,792,1032,627,3031,1167,2286,3010,6721,33,1319,1283,1336,2468,2069
Dp-34184,159,12,602,45,71,50,33,18,38,43,53,53,52,82,66,10
Dp-34195,186,707,263,717,373,781,1023,797,887,752,303,588,909,1125,176,495
Dp-3421,1479,43,1,38,12,37,69,129,197,117,19,48,38,88,7,16
Dp-3423,399,335,71,149,156,134,173,444,451,601,106,80,144,212,242,127
Dp-3429,4608,292,109,288,239,389,490,473,562,421,96,323,403,531,62,224
Dp-3432,429,11,1,23,5,12,26,11,24,13,199,20,9,23,0,1
Dp-3433,1488,870,264,889,629,1316,1019,741,969,725,154,780,1112,1860,166,510
Dp-34355,504,1,0,7,5,2,14,3,7,7,1,4,8,2,4,0
Dp-3436,702,1,0,47,5,12,34,4,3,31,55,102,21,35,9,7
Dp-3437,252,398,235,250,276,373,306,316,317,467,61,277,321,540,187,325
Dp-34380,255,6,0,7,2,7,4,18,29,22,0,0,0,3,0,1
Dp-344,525,60,11,74,35,71,99,73,179,177,8,57,150,165,17,63
Dp-3440,1056,117,16,123,66,140,173,220,280,272,42,214,247,266,42,106
Dp-3459,1569,89,36,57,47,84,61,125,119,120,21,77,79,137,23,38
Dp-3465,2811,836,220,978,476,1254,1139,1386,1788,1742,201,928,1267,2213,285,770
Dp-3466,1734,1046,223,1303,698,1166,1418,1288,2021,1672,325,1567,1511,2089,291,785
Dp-34660,270,536,143,81,64,48,39,1912,7023,1895,38,121,171,1591,55,285
Dp-3471,657,10,0,4,0,1,34,16,15,14,0,2,22,9,1,6
Dp-3472,867,39,4,96,16,89,153,109,188,144,46,81,84,188,11,41
Dp-3476,843,0,292,2,36,4,6,4,4,17,65,4,0,14,76,18
Dp-3479,174,2,1,0,1,0,1,0,1,2,1,0,0,1,0,0
Dp-3482,1992,237,179,737,523,1059,740,397,627,348,143,271,241,1642,75,184
Dp-34845,204,29,21,29,21,26,32,41,25,22,0,18,24,40,14,20
Dp-34875,426,0,0,0,5,2,0,0,0,0,56,1,0,0,0,0
Dp-34879,381,0,46,0,4,0,0,0,0,1,7,0,0,2,12,3
Dp-3490,1578,37,6,61,12,35,18,189,255,120,3,8,0,22,3,11
Dp-34905,150,234,154,477,421,414,525,1031,807,665,197,395,716,1297,140,304
Dp-34941,174,0,2,0,8,4,4,5,1,0,9,4,1,0,2,0
Dp-34987,237,65,2,148,56,96,101,123,210,247,85,98,103,213,20,52
Dp-350,168,0,1,0,3,0,0,0,0,0,2,0,0,0,1,0
Dp-3500,1668,67,53,248,113,141,599,663,820,872,16,236,432,443,26,307
Dp-35000,1860,20,4,50,17,46,31,74,82,85,18,48,62,77,11,24
Dp-35006,168,353,194,478,259,485,566,299,127,97,180,453,611,145,152,263
Dp-35032,189,574,292,861,609,746,887,1238,1296,1179,335,664,1235,1943,271,543
Dp-3510,1224,484,111,583,415,614,625,891,1067,1057,239,547,699,1424,172,409
Dp-3519,633,17135,15328,14359,9549,15087,13379,17170,13690,12887,5481,11182,21262,19747,3865,7289
Dp-35192,171,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0
Dp-35283,477,17,13,43,14,63,50,25,22,11,3,72,43,53,2,17
Dp-3541,543,15,9,6,13,12,15,10,4,9,0,8,12,24,6,7
Dp-35410,174,0,0,0,0,0,1,3,1,0,3,0,0,2,0,0
Dp-3547,444,17,9,31,5,61,29,25,35,23,4,21,17,63,1,26
Dp-3550,318,6,5,26,25,13,8,23,21,16,5,11,18,37,10,7
Dp-35524,252,4,0,5,1,6,1,27,20,19,0,1,0,2,1,0
Dp-3562,867,101,47,106,76,126,133,113,122,106,32,133,129,172,34,68
Dp-3564,342,118,24,426,188,482,1243,332,479,481,1093,1725,660,1025,50,224
Dp-3566,3069,366,69,507,275,522,538,772,1027,768,168,451,706,1242,108,293
Dp-3569,1668,734,147,689,399,816,772,1383,1514,1173,123,716,895,1291,186,572
Dp-3580,186,0,2,0,0,2,5,2,3,2,0,1,5,2,1,9
Dp-3582,270,32,54,60,24,58,39,63,31,23,8,59,56,50,7,23
Dp-35846,918,139,9,28,26,36,51,67,45,109,2,14,55,46,51,43
Dp-3585,1440,18,11,44,24,60,74,43,52,64,23,37,37,85,8,30
Dp-3590,315,7,1,12,2,1,18,7,3,4,0,2,4,5,0,11
Dp-3592,1374,667,894,1427,1450,742,947,1763,1246,1049,1336,1109,1465,1668,427,397
Dp-3599,885,46,3,1,2,6,12,42,31,70,28,23,8,17,13,11
Dp-3613,372,0,15,1,20,1,0,1,1,3,4,1,0,1,7,1
Dp-3622,2205,82,30,176,95,136,127,215,285,232,98,174,199,261,47,58
Dp-3628,1425,9,3,13,20,15,27,11,18,28,7,14,32,80,1,6
Dp-36285,165,729,840,842,875,764,934,927,859,712,392,761,1060,1014,412,513
Dp-36321,195,220,174,218,200,287,293,222,251,225,79,204,242,352,79,162
Dp-3641,2034,4031,214,1892,358,941,1742,4374,4507,5188,453,1055,2048,1419,2320,2057
Dp-3643,1545,79,9,364,99,336,394,245,404,588,83,161,351,909,23,130
Dp-365,489,2807,294,2738,732,1988,3311,3256,2878,4295,144,2654,3670,5295,916,2575
Dp-3650,3663,155,59,1290,607,1378,2044,715,1054,777,313,507,1643,3598,27,199
Dp-3652,945,16,3,16,6,12,17,10,15,18,8,13,18,16,1,11
Dp-3653,177,27,3,29,25,37,45,35,52,56,6,36,44,115,7,20
Dp-3664,330,111,146,104,106,126,118,133,97,121,15,111,116,214,38,158
Dp-3666,507,2149,182,4489,1385,4283,5340,3371,5011,4692,1066,2055,3427,8328,628,2277
Dp-3667,1935,467,568,881,723,827,1430,1176,737,553,1434,615,838,988,266,323
Dp-3674,918,13,4,12,9,19,28,80,85,47,3,12,27,19,3,29
Dp-3678,2955,298,267,785,467,565,656,851,1196,632,516,616,801,1773,82,252
Dp-370,576,6,1,0,1,2,1,22,0,73,9,0,4,2,5,8
Dp-3708,1203,10,2,35,3,19,85,28,40,34,4,12,13,39,5,15
Dp-3709,279,222,14,147,29,144,189,136,134,162,92,120,194,94,29,121
Dp-3711,1089,22,8,15,15,27,37,35,24,37,19,43,26,32,8,24
Dp-37127,177,494,319,607,254,389,493,5561,5411,1949,322,1051,1684,1553,119,869
Dp-3713,1218,9530,5761,9934,9402,10611,11640,12627,15634,13395,3628,9087,11420,22642,3354,8425
Dp-3715,1029,31,3,15,6,30,8,79,139,51,1,3,1,10,1,2
Dp-3724,246,55,25,26,77,66,45,82,47,47,4,33,44,52,19,51
Dp-3730,198,1389,418,1270,1165,1917,2215,1037,2327,1772,610,1497,1969,2548,396,1303
Dp-3732,4161,583,204,821,465,836,963,741,1221,918,202,599,726,1714,167,469
Dp-3735,414,8787,7014,6650,8791,10524,10278,7028,8424,7583,2650,7151,8985,13173,2282,7784
Dp-374,1188,507,204,871,553,889,934,973,1161,1063,259,648,977,2384,206,623
Dp-3744,534,553,323,399,407,540,480,638,711,676,184,467,490,920,221,467
Dp-3751,1128,575,308,412,387,593,524,605,512,442,125,361,506,794,174,389
Dp-3764,969,11,10,44,49,23,67,21,41,32,4,28,29,49,4,15
Dp-37712,174,108,50,177,113,200,210,200,268,254,81,208,244,332,37,137
Dp-378,198,305,106,186,252,262,272,332,335,423,91,311,328,492,155,258
Dp-3780,948,369,236,374,336,414,436,530,469,641,224,493,426,754,162,522
Dp-3782,474,11,9,35,0,3,18,2735,2834,3079,991,7918,974,126,173,164
Dp-3783,789,571,106,343,283,634,489,588,562,685,58,344,479,616,210,458
Dp-3784,288,16,11,13,17,21,14,14,18,2,6,15,26,16,5,12
Dp-3785,876,198,41,159,74,156,199,263,217,284,486,1133,577,285,46,205
Dp-37897,168,148,39,10,13,5,5,4936,10719,5115,6,11,18,4661,9,34
Dp-3796,759,1913,168,735,442,1480,910,1376,1480,2030,225,991,982,625,926,1023
Dp-37974,156,838,399,1368,792,1473,1523,1160,1602,1492,453,1106,1482,2411,382,826
Dp-3799,603,4,6,25,13,29,50,28,19,19,6,24,27,32,3,3
Dp-3801,1827,181,53,238,117,200,257,183,169,150,68,206,264,306,57,142
Dp-3804,459,39,29,33,35,52,38,51,66,48,15,37,41,77,21,32
Dp-381,597,190,81,100,115,182,160,153,180,168,19,106,141,207,64,138
Dp-383,222,11,1,31,10,26,16,13,19,18,7,27,37,26,4,20
Dp-3837,1272,9,0,24,4,28,57,14,61,72,5,11,22,68,3,5
Dp-3843,1329,2523,1101,3228,2034,3438,2784,4250,4385,4585,1630,3482,3377,7522,971,2513
Dp-38481,171,576,521,740,495,715,804,709,212,123,448,641,825,214,260,421
Dp-3850,696,230,15,502,110,625,981,514,896,851,204,407,635,1218,75,252
Dp-3851,483,1182,520,1073,846,1535,1355,1672,1865,2080,427,1358,1604,2231,395,1356
Dp-3861,708,27,13,37,24,32,38,85,90,49,5,13,25,83,4,19
Dp-3862,516,85,18,52,45,91,102,72,92,58,23,58,87,115,26,60
Dp-3863,4476,55,15,127,63,99,82,210,147,435,565,1083,693,277,53,122
Dp-3865,3588,2581,3734,1725,2279,2667,1933,2264,2951,2973,1028,2747,2982,3079,1290,1504
Dp-3883,1374,417,41,380,172,455,600,525,811,823,126,539,534,856,136,315
Dp-3890,231,268,201,75,71,30,46,768,2738,666,27,77,132,604,40,113
Dp-390,387,40,8,313,53,502,519,272,480,756,496,629,392,972,35,122
Dp-3912,1791,2082,1138,1755,1841,2016,2187,1401,2252,1699,492,1351,2455,3230,523,981
Dp-3914,687,4,0,15,0,32,46,23,23,3,8,23,12,39,0,2
Dp-3917,1026,34,4,28,18,36,30,36,49,56,15,60,34,35,16,16
Dp-3926,549,22,4,26,15,22,45,16,27,18,12,26,33,57,5,13
Dp-3928,1563,1399,363,1547,1118,2055,2387,2162,4549,2248,455,1475,2088,3474,359,958
Dp-39281,177,353,264,546,464,527,626,613,714,678,366,499,647,789,187,309
Dp-3933,702,19,7,34,27,50,100,77,115,116,50,44,83,96,15,21
Dp-3934,474,177,70,411,329,291,346,342,603,578,248,276,383,971,81,204
Dp-39413,174,0,0,0,0,0,0,48,56,40,0,0,0,0,0,0
Dp-3956,534,9,3,28,8,19,64,22,42,60,15,28,27,61,1,17
Dp-3959,753,248,71,430,159,312,565,451,630,453,140,330,608,723,63,205
Dp-39599,210,1,206,2,8,9,20,10,10,10,5,8,13,18,119,4
Dp-39660,171,19,16,37,4,24,25,22,5,5,2,23,17,13,6,14
Dp-3967,162,4,3,5,3,6,11,4,0,0,0,4,10,1,0,8
Dp-39675,219,21,11,20,18,18,29,19,16,6,7,24,36,27,10,6
Dp-39763,210,0,0,0,11,7,4,0,0,0,0,1,0,0,0,0
Dp-398,411,1690,3004,2626,3989,3141,2324,2276,3163,2739,167,1191,1703,6269,748,1695
Dp-39850,150,38,271,12,220,25,12,9,11,32,75,7,19,52,116,40
Dp-3996,468,12605,16862,25261,29068,22492,24118,18098,17541,24211,13877,21527,25547,57758,8653,16778
Dp-40,1683,1457,51,744,101,332,782,1040,1637,1741,198,255,333,723,194,483
Dp-400,471,165,108,186,178,177,440,470,281,190,25,192,251,812,67,233
Dp-4002,3171,53,14,296,59,279,577,142,349,388,129,203,208,904,25,128
Dp-4003,564,292,98,285,205,237,351,373,478,482,29,95,172,592,78,249
Dp-4005,774,611,183,991,522,1090,1282,1208,1193,1561,458,2178,1300,2507,258,858
Dp-40146,207,1629,504,2116,669,2220,2420,1403,544,416,562,2026,2703,880,386,1203
Dp-4016,2433,98,15,82,43,94,115,70,92,109,128,111,128,115,21,38
Dp-40234,162,12,4,4,3,2,8,6,1,8,2,6,8,9,0,2
Dp-4024,978,95,12,136,68,190,153,235,305,244,96,391,214,231,42,112
Dp-40241,234,1818,807,2426,1188,2417,2568,2058,722,574,991,2095,2643,1055,587,1352
Dp-4031,1659,28,7,68,23,115,181,95,148,133,42,128,158,224,7,25
Dp-4032,2820,274,66,264,167,246,300,383,470,411,55,278,288,495,66,230
Dp-4046,2709,13280,1227,10521,4687,11313,18627,11839,17308,14106,2455,7725,11738,19455,2397,7235
Dp-4047,4056,115,49,504,136,299,446,428,485,465,84,264,607,755,21,156
Dp-4056,489,4,5,9,4,8,22,7,3,4,18,11,8,17,2,7
Dp-4071,423,54,24,42,27,57,57,69,46,63,13,48,61,80,23,47
Dp-4075,2223,274,28,261,87,264,116,1006,1516,607,12,54,4,113,29,18
Dp-4084,717,201,654,154,234,160,157,108,168,183,38,168,203,291,162,177
Dp-4092,561,66,37,58,79,59,50,91,147,121,12,33,41,103,23,37
Dp-4109,201,132,42,212,53,196,275,142,231,112,67,126,183,221,30,93
Dp-4114,354,2757,374,5322,1791,36967,4295,3423,7051,7464,83,782,6202,3772,1601,5622
Dp-41213,261,50,50,6,15,1,4,75,107,39,3,4,5,29,17,22
Dp-4122,2871,18,7,53,23,43,47,194,296,210,32,61,66,138,9,31
Dp-4124,735,957,111,287,132,434,541,478,598,968,228,615,220,447,371,569
Dp-41245,177,8,58,7,8,14,10,19,10,14,9,6,17,15,9,6
Dp-4127,264,165,41,310,148,325,406,408,633,661,217,432,367,815,75,181
Dp-4131,1686,423,144,417,312,488,472,570,561,717,198,460,452,843,155,331
Dp-4132,921,5,3,5,3,7,25,28,48,49,2,7,4,5,0,4
Dp-4135,327,5339,6418,9315,8162,9761,12085,7085,7957,11467,5518,11611,13662,29550,4609,8695
Dp-4140,159,26011,9432,6049,4056,7616,15251,4844,5190,8336,69,2512,4939,7689,7136,8855
Dp-4149,369,349,6,263,47,263,229,567,938,701,28,134,159,215,221,95
Dp-4157,1014,696,200,815,508,703,876,1011,450,200,317,440,868,992,193,527
Dp-416,1230,22,14,53,29,27,29,78,89,90,26,21,54,100,14,23
Dp-41612,171,0,1,4,1,2,2,5,0,5,3,0,1,0,1,1
Dp-4163,2358,103,21,110,61,107,140,191,240,219,44,73,93,187,21,47
Dp-4165,2919,451,79,480,209,508,482,765,961,821,80,420,527,728,117,348
Dp-4169,2523,724,372,518,499,667,711,842,765,557,158,572,774,986,178,323
Dp-4174,1050,14,0,30,1,15,42,26,17,31,8,13,20,55,1,10
Dp-4175,618,128,42,115,73,58,99,122,181,121,45,59,130,123,51,77
Dp-4180,405,292,174,127,342,319,342,26,114,87,45,192,286,150,48,275
Dp-4181,411,2,0,19,5,11,8,8,17,14,5,3,13,40,1,4
Dp-4184,1158,1664,212,969,385,858,1104,1492,1362,2674,147,883,1512,1131,1059,1752
Dp-4185,1272,37,3,47,5,41,88,102,135,117,12,41,30,77,4,15
Dp-4194,573,205,28,1163,274,1448,1722,820,1507,1899,647,1205,1316,3221,72,419
Dp-4196,1962,134,12,210,53,113,67,599,966,499,8,22,6,87,19,10
Dp-4201,777,204,21,153,22,170,375,285,186,289,0,67,131,423,85,328
Dp-42014,273,25,6,24,13,20,35,24,7,5,13,19,21,23,7,9
Dp-42018,174,0,5,0,31,0,0,0,0,0,0,0,0,0,1,0
Dp-42019,156,2,0,1,3,1,4,2,0,0,1,1,1,0,0,1
Dp-4202,1875,85,5,42,17,81,33,288,429,182,3,17,0,31,7,14
Dp-4206,426,14490,22021,25991,27645,26571,30573,19318,20815,20855,846,11944,22784,61916,4230,30012
Dp-4211,486,69,5,121,27,192,169,134,166,111,14,120,236,325,15,62
Dp-4212,906,28,3,20,10,21,32,22,11,5,11,16,17,25,4,18
Dp-42149,168,3,36,5,9,6,12,9,5,8,0,32,20,12,3,3
Dp-4217,1173,920,270,1081,617,1046,1240,1393,543,285,333,724,1142,1114,252,672
Dp-4219,1269,58,8,94,26,45,30,294,466,249,8,23,2,50,8,7
Dp-422,1782,658,160,841,637,928,720,1000,1262,1016,21,200,730,970,378,711
Dp-4234,1227,126,56,189,157,213,194,199,232,216,128,197,228,453,54,103
Dp-4238,684,242,58,177,149,207,310,278,400,398,64,242,256,326,87,187
Dp-4239,1353,54,28,139,118,120,142,817,344,416,65,1290,3179,534,42,157
Dp-4245,663,14790,14440,11987,15533,16669,17997,13939,17402,16207,5012,13046,15623,26927,4713,13735
Dp-4246,1590,306,52,222,98,271,365,275,315,428,55,154,431,367,112,232
Dp-4247,1125,318,68,235,177,336,390,439,477,414,121,360,344,556,98,218
Dp-42487,330,3,0,4,2,3,4,4,7,8,0,0,0,6,0,0
Dp-4255,813,47,9,111,29,116,220,109,228,142,37,108,154,203,17,39
Dp-4256,1224,286,81,248,143,277,366,392,479,465,74,306,400,500,82,266
Dp-4258,669,111,55,53,51,91,69,99,103,105,17,161,123,143,36,83
Dp-4259,2007,30,2,44,18,28,89,88,111,103,43,51,46,117,7,19
Dp-426,255,2276,977,3333,1319,3199,3407,2485,1536,1297,1060,2725,3492,2554,653,1869
Dp-4260,867,83,28,66,81,131,98,81,115,133,48,202,110,178,32,44
Dp-42686,444,1,0,5,0,3,3,18,13,13,0,3,3,3,0,0
Dp-4272,651,19,6,28,21,30,76,47,37,52,10,43,36,79,4,26
Dp-4288,1155,127,38,96,99,151,126,187,196,155,48,155,206,203,46,58
Dp-4289,351,822,212,92,73,47,70,49648,78970,31031,48,172,244,29446,59,293
Dp-42897,156,70,13,77,25,59,83,70,84,72,27,37,113,93,23,61
Dp-4296,2241,220,78,209,126,250,295,307,406,316,57,272,343,380,80,164
Dp-4301,1668,783,176,923,570,1000,869,1454,1980,1701,376,1551,1402,1706,332,716
Dp-43018,204,0,13,1,0,1,0,0,0,0,3,0,0,0,3,0
Dp-4309,438,2,41,4,53,6,5,11,2,5,10,6,10,0,9,2
Dp-4317,1434,56,11,69,26,43,25,214,557,168,4,12,5,45,6,6
Dp-43227,168,0,0,1,0,4,0,1,0,2,0,1,3,3,0,1
Dp-4341,882,1183,36,2250,641,3384,1639,3167,3205,4922,62,798,1328,3338,276,733
Dp-4344,2886,272,101,617,297,480,706,711,1039,817,337,632,733,1333,96,237
Dp-4345,603,31,10,16,23,22,11,23,7,0,9,12,14,23,5,13
Dp-4347,855,182,80,111,143,123,145,237,71,62,67,105,151,162,54,114
Dp-4352,2301,129,67,209,172,279,296,246,403,298,51,184,264,537,39,119
Dp-4358,582,11,4,20,5,13,40,13,16,18,4,7,13,32,3,9
Dp-436,1635,473,72,427,290,540,566,632,956,918,180,561,612,1007,164,361
Dp-43604,150,0,3,2,9,2,3,0,0,0,1,1,0,0,2,1
Dp-43639,162,0,3,0,1,3,0,2,2,3,5,2,0,5,0,0
Dp-4364,318,174,261,195,165,160,220,241,259,300,26,120,130,373,136,241
Dp-4367,576,21,3,16,8,23,28,16,22,20,4,16,31,33,6,21
Dp-43708,156,9,0,0,0,3,6,3,0,0,0,0,0,0,2,2
Dp-4376,828,130,73,79,56,71,125,74,144,117,199,73,113,180,29,120
Dp-43776,195,15,16,12,12,5,15,16,15,25,1,12,13,10,11,24
Dp-4379,471,2819,4986,4343,3470,3621,4584,3714,3093,5362,1898,4666,5238,11946,2857,4770
Dp-438,222,55,51,48,61,63,76,72,64,65,49,66,91,112,27,67
Dp-43859,159,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Dp-43915,189,0,14,1,45,9,7,0,0,1,7,0,0,0,0,0
Dp-4392,519,0,46,0,6,1,1,1,0,2,12,0,0,3,15,2
Dp-44,2379,256,35,622,142,514,1177,521,912,921,193,411,613,1247,85,232
Dp-4402,876,4510,2095,9613,4169,7067,8678,5876,6667,10312,6543,9819,10526,18566,2765,9034
Dp-4403,267,299,150,356,169,317,354,316,209,133,163,260,384,231,91,171
Dp-4405,882,1674,39,1031,136,684,779,1611,2426,2177,291,1268,724,452,391,850
Dp-4408,171,35,4,10,17,26,5,81,96,62,1,1,0,8,5,4
Dp-4411,4092,973,46,1441,380,1720,2201,1756,2578,2316,783,1832,1917,2952,201,712
Dp-4413,963,983,526,878,721,966,1053,1229,1167,1385,635,1691,1666,2210,362,915
Dp-4428,357,164,110,280,176,273,370,281,239,216,236,501,451,429,101,216
Dp-4432,2079,172,20,97,55,118,143,205,201,209,25,114,147,172,46,112
Dp-4433,1293,195,93,186,205,232,198,240,75,53,126,122,219,171,107,115
Dp-4435,2349,111,34,160,37,104,65,505,851,349,7,21,2,68,10,4
Dp-44390,177,0,1,3,0,7,3,2,0,0,1,0,1,0,1,0
Dp-4441,438,5,0,6,0,9,16,4,10,7,3,2,6,22,0,1
Dp-44466,150,4,2,1,0,6,2,0,0,0,0,0,0,0,0,0
Dp-4449,432,1242,723,1594,1060,1679,2158,1060,1320,2281,956,1638,2055,4183,611,1699
Dp-4450,1653,123,4,122,15,127,187,256,353,261,25,116,177,248,11,59
Dp-4455,483,9,0,6,5,14,4,39,41,21,0,2,0,7,0,4
Dp-446,2487,16,2,81,20,60,90,55,96,102,23,61,55,135,6,26
Dp-4466,1875,51,20,246,117,374,154,189,142,197,521,343,150,331,22,77
Dp-4467,1068,178,60,487,275,402,562,454,608,642,92,303,397,1179,62,203
Dp-4469,1848,184,6,202,18,158,395,212,438,388,223,507,215,242,40,110
Dp-4479,387,56,12,26,19,46,20,153,161,117,1,6,3,17,11,7
Dp-448,240,753,2118,1026,827,877,952,261,441,845,8,348,679,2387,327,1802
Dp-44817,177,15,21,12,26,13,13,15,10,20,30,12,14,13,10,12
Dp-4486,864,210,110,178,214,216,209,267,96,67,146,131,187,181,79,139
Dp-4493,1155,544,166,309,307,452,428,482,613,576,214,884,753,777,154,466
Dp-4496,1122,50,23,77,45,84,226,116,114,195,81,108,148,155,55,112
Dp-45009,150,368,430,284,324,534,565,147,222,224,1,255,458,350,116,394
Dp-4502,2880,236,72,248,174,249,165,176,291,178,64,65,234,148,23,74
Dp-45095,516,13,4,6,13,18,22,22,4,7,6,8,17,16,5,2
Dp-4510,633,1247,246,689,634,1116,1126,1108,1117,1452,137,896,2016,1298,384,1246
Dp-4514,648,101,62,61,69,110,96,72,78,71,8,64,57,102,28,64
Dp-4533,2121,52,23,115,64,106,173,92,162,152,72,111,135,285,21,77
Dp-454,333,16,3,11,10,21,15,32,8,9,4,26,16,38,4,8
Dp-45411,345,0,1,4,0,1,6,3,0,5,0,3,4,1,1,5
Dp-4542,669,55,6,49,18,66,84,70,79,47,12,49,66,110,5,31
Dp-45444,171,0,2,0,16,0,2,0,0,0,2,1,0,0,1,0
Dp-45506,204,0,0,1,0,0,2,1,0,1,0,2,4,1,0,2
Dp-4554,984,525,92,566,123,458,803,755,930,1122,1856,1998,896,900,246,564
Dp-4556,1620,273,70,207,167,237,269,285,379,275,33,217,221,387,86,179
Dp-4557,264,385,198,530,296,535,734,500,265,216,325,526,588,405,115,319
Dp-4574,495,14,0,15,0,9,4,29,35,24,2,1,0,4,1,1
Dp-4576,2046,194,11,324,68,164,110,914,1640,726,10,58,7,128,10,18
Dp-4579,798,208,55,127,49,206,322,351,109,101,8,83,123,415,11,153
Dp-45833,186,0,2,0,0,0,0,1,2,1,0,0,0,2,0,0
Dp-4587,345,5,1,7,1,5,9,4,9,10,1,18,3,10,2,1
Dp-4589,1350,112,71,112,114,143,102,150,203,135,31,102,166,217,63,83
Dp-4592,567,16,48,35,60,35,26,41,49,37,4,14,33,67,3,18
Dp-4597,777,188,92,115,95,182,129,217,239,213,31,142,190,321,66,122
Dp-4599,1140,458,150,1085,546,1095,1211,840,1201,1205,684,858,925,2225,130,532
Dp-460,2373,1044,253,1089,602,1037,1534,1528,1534,2030,236,737,1015,2188,328,945
Dp-4603,357,37,60,54,142,83,33,108,158,150,32,34,61,192,32,24
Dp-4604,900,7,4,24,6,8,22,28,43,29,6,20,50,50,3,16
Dp-4605,402,12,2,5,3,8,6,29,40,21,2,6,4,7,2,2
Dp-4609,459,909,1077,1627,2777,2069,1976,1822,2393,2672,1000,1398,1546,4440,940,871
Dp-461,663,4826,2433,3816,4091,4552,5670,4758,6169,4720,1322,3249,4066,7761,1517,3390
Dp-4616,576,10242,583,7998,1986,3239,3903,21273,25855,16379,385,8506,9483,7933,4693,2758
Dp-462,4995,1246,62,965,64,688,1287,873,1751,1752,103,295,866,772,242,827
Dp-46295,264,0,0,0,0,0,0,72,30,22,0,0,0,0,0,0
Dp-46328,165,0,1,0,2,2,0,5,18,18,1,0,2,1,0,2
Dp-46334,153,10,0,4,1,5,6,6,5,2,1,4,12,5,0,2
Dp-4638,840,19,1,27,16,33,43,63,48,42,8,32,28,62,8,23
Dp-4645,549,19,1,28,9,13,9,97,171,72,2,3,0,19,4,2
Dp-46480,216,0,19,0,3,0,4,1,0,2,1,0,0,0,5,1
Dp-4649,954,47,576,46,248,64,103,35,122,137,198,63,79,158,180,69
Dp-4650,1053,20720,8123,23094,18740,25498,67915,89711,58231,40074,1209,8466,12536,79568,4289,30165
Dp-4653,936,3615,1905,13569,6935,9849,13598,8857,10772,12452,7495,12206,16371,27665,1539,6113
Dp-4664,276,44,5,45,9,61,61,33,15,12,10,36,70,6,9,28
Dp-46700,192,0,0,0,0,0,1,20,26,35,0,0,2,2,0,0
Dp-4682,177,3,3,4,4,3,2,15,4,2,2,2,3,3,5,1
Dp-46824,198,0,0,1,2,1,11,0,0,0,0,0,0,0,0,0
Dp-4685,216,1119,1199,1161,1035,1335,1633,709,554,784,331,1065,1564,2329,578,1224
Dp-4690,1899,20,2,32,7,11,41,217,573,273,19,47,41,36,3,34
